[07-29 16:50:44]1,Short Sword, Character ID:3
[07-29 16:50:44]2267,Hairdo 4, Character ID:1
[07-29 16:50:44]2268,Hairdo 4, Character ID:1
[07-29 16:50:44]2269,Hairdo 4, Character ID:1
[07-29 16:50:44]2270,Hairdo 4, Character ID:1
[07-29 16:50:44]2271,Ami Failed Hairdo 1, Character ID:1
[07-29 16:50:44]2272,Ami Failed Hairdo 2, Character ID:1
[07-29 16:50:44]2275,Lance Trendy Hairdo 1, Character ID:2
[07-29 16:50:44]2276,Lance Trendy Hairdo 2, Character ID:2
[07-29 16:50:44]2277,Lance Trendy Hairdo 3, Character ID:2
[07-29 16:50:44]2278,Lance Trendy Hairdo 4, Character ID:2
[07-29 16:50:44]2279,Carsise Trendy Hairdo 1, Character ID:1
[07-29 16:50:44]2280,Carsise Trendy Hairdo 2, Character ID:1
[07-29 16:50:44]2281,Carsise Trendy Hairdo 3, Character ID:1
[07-29 16:50:44]2282,Carsise Trendy Hairdo 4, Character ID:1
[07-29 16:50:44]2283,Phyllis Trendy Hairdo 1, Character ID:1
[07-29 16:50:44]2284,Phyllis Trendy Hairdo 2, Character ID:1
[07-29 16:50:44]2285,Phyllis Trendy Hairdo 3, Character ID:1
[07-29 16:50:44]2286,Phyllis Trendy Hairdo 4, Character ID:1
[07-29 16:50:44]2287,Ami Trendy Hairdo 1, Character ID:1
[07-29 16:50:44]2288,Ami Trendy Hairdo 2, Character ID:1
[07-29 16:50:44]2289,Ami Trendy Hairdo 3, Character ID:1
[07-29 16:50:44]2290,Ami Trendy Hairdo 4, Character ID:1
[07-29 16:50:44]2291,Hairdo 1, Character ID:1
[07-29 16:50:44]2292,Little Angel, Character ID:1
[07-29 16:50:44]2293,Hairdo 3, Character ID:1
[07-29 16:50:44]2294,Hairdo 4, Character ID:1
[07-29 16:50:44]2331,Darkness Emissary, Character ID:2
[07-29 16:50:44]2332,Darkness Emissary, Character ID:2
[07-29 16:50:44]2333,Tear of Hardin, Character ID:1
[07-29 16:50:44]2334,Tear of Hardin, Character ID:1
[07-29 16:50:44]2335,Penitent of Asura, Character ID:2
[07-29 16:50:44]2336,Penitent of Asura, Character ID:2
[07-29 16:50:44]2337,Abaddon Vanquisher, Character ID:2
[07-29 16:50:44]2338,Abaddon Vanquisher, Character ID:2
[07-29 16:50:44]2339,Kiss of Death, Character ID:2
[07-29 16:50:44]2340,Kiss of Death, Character ID:2
[07-29 16:50:44]2341,Putrescence Bone of Abyss, Character ID:1
[07-29 16:50:44]2342,Putrescence Bone of Abyss, Character ID:1
[07-29 16:50:44]2343,Vow of Styx, Character ID:1
[07-29 16:50:44]2344,Vow of Styx, Character ID:1
[07-29 16:50:44]2370,Rightful Head of Black Dragon, Character ID:1
[07-29 16:50:44]2420,Husk Shield, Character ID:3
[07-29 16:50:44]2421,Steel Shield, Character ID:3
[07-29 16:50:44]2422,Tower Shield, Character ID:3
[07-29 16:50:44]2423,Feather Shield, Character ID:3
[07-29 16:50:44]2424,Crevice Shield, Character ID:3
[07-29 16:50:44]2425,Blessed Shield, Character ID:3
[07-29 16:50:44]2426,Wyrm Shield, Character ID:3
[07-29 16:50:44]2434,Arrow 02, Character ID:1
[07-29 16:50:44]2448,Gunpowder 02, Character ID:1
[07-29 16:50:44]2499,Left Plaster Glove, Character ID:1
[07-29 16:50:44]2500,Left Brawler Glove, Character ID:1
[07-29 16:50:44]2501,Left Master Glove, Character ID:1
[07-29 16:50:44]2502,Left Jagged Blade, Character ID:1
[07-29 16:50:44]2503,Left Cosmo Blade, Character ID:1
[07-29 16:50:44]2504,Left Tiger Glove, Character ID:1
[07-29 16:50:44]2505,Left Hand of Death, Character ID:1
[07-29 16:50:44]2527,Raging Bull Tattoo, Character ID:3
[07-29 16:50:44]2528,Savage Bull Tattoo, Character ID:3
[07-29 16:50:44]2529,Primal Tattoo, Character ID:3
[07-29 16:50:44]2530,Hephaestus Framestone, Character ID:1
[07-29 16:50:44]2531,Hephaestus Clawstone, Character ID:1
[07-29 16:50:44]2532,Hephaestus Pawstone, Character ID:1
[07-29 16:50:44]2533,Hermes Framestone, Character ID:1
[07-29 16:50:44]2534,Hermes Clawstone, Character ID:1
[07-29 16:50:44]2535,Hermes Pawstone, Character ID:1
[07-29 16:50:44]2536,Apollo Framestone, Character ID:1
[07-29 16:50:44]2537,Apollo Clawstone, Character ID:1
[07-29 16:50:44]2538,Apollo Pawstone, Character ID:1
[07-29 16:50:44]2539,Poseidon Framestone, Character ID:1
[07-29 16:50:44]2540,Poseidon Clawstone, Character ID:1
[07-29 16:50:44]2541,Poseidon Pawstone, Character ID:1
[07-29 16:50:44]2542,Hestia Framestone, Character ID:1
[07-29 16:50:44]2543,Hestia Clawstone, Character ID:1
[07-29 16:50:44]2544,Hestia Pawstone, Character ID:1
[07-29 16:50:44]2545,Athena Framestone, Character ID:1
[07-29 16:50:44]2546,Athena Clawstone, Character ID:1
[07-29 16:50:44]2547,Athena Pawstone, Character ID:1
[07-29 16:50:44]2548,Artemis Crownstone, Character ID:1
[07-29 16:50:44]2552,Corporeal Kylin Cap, Character ID:1
[07-29 16:50:44]2553,Ami SiSi  Hat, Character ID:1
[07-29 16:50:44]2583,QiQii Hat, Character ID:2
[07-29 16:50:44]2584,FeiFei Hat, Character ID:1
[07-29 16:50:44]2817,Hardin's Bind, Character ID:1
[07-29 16:50:44]2818,Hardin's Touch, Character ID:1
[07-29 16:50:44]2819,Hardin's Print, Character ID:1
[07-29 16:50:44]2820,Darkness's Shadow, Character ID:2
[07-29 16:50:44]2821,Darkness's Touch, Character ID:2
[07-29 16:50:44]2822,Darkness's Trace, Character ID:2
[07-29 16:50:44]2823,Abaddon's Seal, Character ID:2
[07-29 16:50:44]2824,Abaddon's Hand, Character ID:2
[07-29 16:50:44]2825,Abaddon's Brace, Character ID:2
[07-29 16:50:44]2826,Asura's Protection, Character ID:2
[07-29 16:50:44]2827,Asura's Caress, Character ID:2
[07-29 16:50:44]2828,Asura's Dance, Character ID:2
[07-29 16:50:44]2829,Abyss's Possession, Character ID:1
[07-29 16:50:44]2830,Hands of Death, Character ID:1
[07-29 16:50:44]2831,Abyss's Trail, Character ID:1
[07-29 16:50:44]2832,Styx's Torso, Character ID:1
[07-29 16:50:44]2833,Styx's Span, Character ID:1
[07-29 16:50:44]2834,Styx's Wanderer, Character ID:1
[07-29 16:50:44]3061,Bear Shoes, Character ID:1
[07-29 16:50:44]3243,Standard warrior study book, Character ID:3
[07-29 16:50:44]3244,Novice Hunter Study Book, Character ID:2
[07-29 16:50:44]3245,Herbalist novice read, Character ID:1
[07-29 16:50:44]3246,Explorer novice read, Character ID:2
[07-29 16:50:44]3247,Novice warrior study book, Character ID:3
[07-29 16:50:44]3248,Standard Hunter Study Book, Character ID:2
[07-29 16:50:44]3249,Herbalist standard read, Character ID:1
[07-29 16:50:44]3250,Explorer standard read, Character ID:2
[07-29 16:50:44]3251,Expert warrior study book, Character ID:3
[07-29 16:50:44]3252,Hunter expert read, Character ID:2
[07-29 16:50:44]3253,Expert Herbalist study book, Character ID:1
[07-29 16:50:44]3254,Expert Explorer Study Book, Character ID:2
[07-29 16:50:44]3255,Novice Crusader Study Book, Character ID:2
[07-29 16:50:44]3256,Novice Champion study book, Character ID:1
[07-29 16:50:44]3257,Novice SharpShooter study book, Character ID:2
[07-29 16:50:44]3258,Novice Cleric study book, Character ID:1
[07-29 16:50:44]3259,Novice Sealmaster study book, Character ID:1
[07-29 16:50:44]3260,Novice Voyager study book, Character ID:2
[07-29 16:50:44]3261,Standard Crusader Study Book, Character ID:2
[07-29 16:50:44]3262,Standard Champion study book, Character ID:1
[07-29 16:50:44]3263,Standard SharpShooter study book, Character ID:2
[07-29 16:50:44]3264,Standard Cleric study book, Character ID:1
[07-29 16:50:44]3265,Standard SealMaster study book, Character ID:1
[07-29 16:50:44]3266,Standard Voyager study book, Character ID:2
[07-29 16:50:44]3267,Crusader expert read, Character ID:2
[07-29 16:50:44]3268,Expert Champion Study Book, Character ID:1
[07-29 16:50:44]3269,Expert SharpShooter Study Book, Character ID:2
[07-29 16:50:44]3270,Expert Cleric study book, Character ID:1
[07-29 16:50:44]3271,Expert SealMaster Study book, Character ID:1
[07-29 16:50:44]3272,Expert Voyager Study Book, Character ID:2
[07-29 16:50:44]3273,Useful tactic information for Crusader, Character ID:2
[07-29 16:50:44]3274,Useful skill information for Champion, Character ID:1
[07-29 16:50:44]3275,Useful tactic information for SharpShooter, Character ID:2
[07-29 16:50:44]3276,Useful skill information for Cleric, Character ID:1
[07-29 16:50:44]3277,Useful tactic information for SealMaster, Character ID:1
[07-29 16:50:44]3278,Useful tactic information for Voyager, Character ID:2
[07-29 16:50:44]3285,Calculator, Character ID:1
[07-29 16:50:44]3287,Laptop Computer, Character ID:1
[07-29 16:50:44]3798,Blade of Crimson Flame, Character ID:3
[07-29 16:50:44]3799,Sword of the Tempest, Character ID:3
[07-29 16:50:44]3800,Spike of Sistine, Character ID:3
[07-29 16:50:44]3801,Sword of the Kylin, Character ID:3
[07-29 16:50:44]3802,Sword of Glowing Flame, Character ID:3
[07-29 16:50:44]3803,Roar of Gallon, Character ID:3
[07-29 16:50:44]3804,Greatsword of the Tortoise, Character ID:3
[07-29 16:50:44]3805,Firegun of Clarion Mist, Character ID:2
[07-29 16:50:44]3806,Flaming Pistol, Character ID:2
[07-29 16:50:44]3807,Rifle of Darwin, Character ID:2
[07-29 16:50:44]3808,Rifle of the White Tiger, Character ID:2
[07-29 16:50:44]3809,Emerald Vine Wand, Character ID:1
[07-29 16:50:44]3810,Seal of Frozen Crescent, Character ID:1
[07-29 16:50:44]3811,Staff of Udine, Character ID:1
[07-29 16:50:44]3812,Staff of the Peacock, Character ID:1
[07-29 16:50:44]3813,Glory Sigil, Character ID:1
[07-29 16:50:44]3814,Staff of Hope, Character ID:1
[07-29 16:50:44]3815,Staff of the Phoenix, Character ID:1
[07-29 16:50:44]3816,Blade of the Mist, Character ID:2
[07-29 16:50:44]3817,Blade of the Tempest, Character ID:2
[07-29 16:50:44]3818,Spike of Forlorn, Character ID:2
[07-29 16:50:44]3819,Blade of the Green Dragon, Character ID:2
[07-29 16:50:44]4147,Spirit Beast Tattoo, Character ID:3
[07-29 16:50:44]4148,Arcane Beast Tattoo, Character ID:3
[07-29 16:50:44]4149,Capricious Battle Armor, Character ID:3
[07-29 16:50:44]4150,Sagacious Battle Armor, Character ID:3
[07-29 16:50:44]4151,Robe of Perception, Character ID:2
[07-29 16:50:44]4152,Robe of Gallant, Character ID:2
[07-29 16:50:44]4153,Nautical Coat, Character ID:2
[07-29 16:50:44]4154,Arcane Lobster Costume, Character ID:1
[07-29 16:50:44]4155,Robe of Stride, Character ID:2
[07-29 16:50:44]4156,Pique Lobster Costume, Character ID:1
[07-29 16:50:44]4157,Robe of Melody, Character ID:1
[07-29 16:50:44]4158,Arcane Bunny Costume, Character ID:1
[07-29 16:50:44]4159,Robe of Spirit, Character ID:1
[07-29 16:50:44]4160,Pique Bunny Costume, Character ID:1
[07-29 16:50:44]4161,Robe of Vengence, Character ID:1
[07-29 16:50:44]4162,Arcane Otter Costume, Character ID:1
[07-29 16:50:44]4163,Robe of Amercement, Character ID:1
[07-29 16:50:44]4164,Pique Otter Costume, Character ID:1
[07-29 16:50:44]4165,Capricious Battle Gauntlets, Character ID:3
[07-29 16:50:44]4166,Sagacious Battle Gauntlets, Character ID:3
[07-29 16:50:44]4167,Gloves of Perception, Character ID:2
[07-29 16:50:44]4168,Gloves of Gallant, Character ID:2
[07-29 16:50:44]4169,Nautical Gloves, Character ID:2
[07-29 16:50:44]4170,Arcane Lobster Muffs, Character ID:1
[07-29 16:50:44]4171,Gloves of Stride, Character ID:2
[07-29 16:50:44]4172,Pique Lobster Muffs, Character ID:1
[07-29 16:50:44]4173,Gloves of Melody, Character ID:1
[07-29 16:50:44]4174,Arcane Bunny Muffs, Character ID:1
[07-29 16:50:44]4175,Gloves of Spirit, Character ID:1
[07-29 16:50:44]4176,Pique Bunny Muffs, Character ID:1
[07-29 16:50:44]4177,Gloves of Vengence, Character ID:1
[07-29 16:50:44]4178,Arcane Otter Muffs, Character ID:1
[07-29 16:50:44]4179,Gloves of Amercement, Character ID:1
[07-29 16:50:44]4180,Pique Otter Muffs, Character ID:1
[07-29 16:50:44]4181,Capricious Battle Greaves, Character ID:3
[07-29 16:50:44]4182,Sagacious Battle Greaves, Character ID:3
[07-29 16:50:44]4183,Boots of Perception, Character ID:2
[07-29 16:50:44]4184,Boots of Gallant, Character ID:2
[07-29 16:50:44]4185,Nautical Boots, Character ID:2
[07-29 16:50:44]4186,Arcane Lobster Shoes, Character ID:1
[07-29 16:50:44]4187,Boots of Stride, Character ID:2
[07-29 16:50:44]4188,Pique Lobster Shoes, Character ID:1
[07-29 16:50:44]4189,Boots of Melody, Character ID:1
[07-29 16:50:44]4190,Arcane Bunny Shoes, Character ID:1
[07-29 16:50:44]4191,Boots of Spirit, Character ID:1
[07-29 16:50:44]4192,Pique Bunny Shoes, Character ID:1
[07-29 16:50:44]4193,Boots of Vengence, Character ID:1
[07-29 16:50:44]4194,Arcane Otter Shoes, Character ID:1
[07-29 16:50:44]4195,Boots of Amercement, Character ID:1
[07-29 16:50:44]4196,Pique Otter Shoes, Character ID:1
[07-29 16:50:44]4197,Flame of the Arctic, Character ID:1
[07-29 16:50:44]4198,Soul Spring, Character ID:1
[07-29 16:50:44]4199,Searing Frost, Character ID:1
[07-29 16:50:44]4200,Consonance of Souls, Character ID:1
[07-29 16:50:44]4201,Claw of Demonic Dragon, Character ID:1
[07-29 16:50:44]4202,Eye of Sacred Dragon, Character ID:1
[07-29 16:50:44]4203,God of Flame, Character ID:1
[07-29 16:50:44]4204,Gold of Tears, Character ID:1
[07-29 16:50:44]4205,God of Fire, Character ID:1
[07-29 16:50:44]4206,God of Rebuke, Character ID:1
[07-29 16:50:44]4207,God of Sight, Character ID:1
[07-29 16:50:44]4208,God of Wrath, Character ID:1
[07-29 16:50:44]4209,Roar of Turbulence, Character ID:3
[07-29 16:50:44]4210,Soul Beast, Character ID:3
[07-29 16:50:44]4211,Comet Magenta, Character ID:3
[07-29 16:50:44]4212,Ember Scar, Character ID:3
[07-29 16:50:44]4213,Swift Lightning, Character ID:3
[07-29 16:50:44]4214,Rattlesnake, Character ID:2
[07-29 16:50:44]4215,Serpentine Gun of Resonance, Character ID:2
[07-29 16:50:44]4216,Tooth of Eclipse, Character ID:2
[07-29 16:50:44]4217,Thunder Tooth, Character ID:2
[07-29 16:50:44]4218,Essence Dagger, Character ID:2
[07-29 16:50:44]4274,Light Ice-covered Sword, Character ID:2
[07-29 16:50:44]4275,Heavy Ice-covered Sword, Character ID:1
[07-29 16:50:44]4276,Ice-covered Snow Spike, Character ID:2
[07-29 16:50:44]4277,Ice-covered Evil Spear, Character ID:2
[07-29 16:50:44]4278,Ice-covered Enchanted Boww, Character ID:2
[07-29 16:50:44]4279,Ice-covered Fledgy Staff, Character ID:1
[07-29 16:50:44]4280,Ice-covered Frosted Staff, Character ID:1
[07-29 16:50:44]4281,Ice-covered Fury SnowBlade, Character ID:1
[07-29 16:50:44]4282,Ice-covered Holy Snow Shield, Character ID:4
[07-29 16:50:44]4300,Staff of Amercement, Character ID:1
[07-29 16:50:44]4301,Staff of Sagacious, Character ID:1
[07-29 16:50:44]4302,Guardian of Nature, Character ID:1
[07-29 16:50:44]4303,Holy Guidance, Character ID:1
[07-29 16:50:44]4304,Staff of Amercement, Character ID:1
[07-29 16:50:44]4305,Staff of Sagacious, Character ID:1
[07-29 16:50:44]4306,Guardian of Nature, Character ID:1
[07-29 16:50:44]4307,Holy Guidance, Character ID:1
[07-29 16:50:44]5001,Sword of Azure Flame, Character ID:3
[07-29 16:50:44]5002,Sword of Crimson Thunder, Character ID:3
[07-29 16:50:44]5003,Great Hammer of Zest, Character ID:3
[07-29 16:50:44]5004,Blade of the Frozen Crescent, Character ID:2
[07-29 16:50:44]5005,Vinyon, Character ID:2
[07-29 16:50:44]5006,Rattle Drum of the Burning Crescent, Character ID:1
[07-29 16:50:44]5007,Sword of Crimson Flame, Character ID:3
[07-29 16:50:44]5008,Sword of Azure Thunder, Character ID:3
[07-29 16:50:44]5009,Great Hammer of Hone, Character ID:3
[07-29 16:50:44]5010,Blade of Burning Crescent, Character ID:2
[07-29 16:50:44]5011,Victorian, Character ID:2
[07-29 16:50:44]5012,Rattle Drum of the Frozen Crescent, Character ID:1
[07-29 16:50:44]5013,Robe of the Chilling Heart, Character ID:2
[07-29 16:50:44]5014,Modern Caveman Robe, Character ID:1
[07-29 16:50:44]5015,Alluring Grand Robe, Character ID:1
[07-29 16:50:44]5016,Country Robe, Character ID:1
[07-29 16:50:44]5017,Robe of the Frozen Heart, Character ID:2
[07-29 16:50:44]5018,Wild Caveman Robe, Character ID:1
[07-29 16:50:44]5019,Winter Grand Robe, Character ID:1
[07-29 16:50:44]5020,Carillon Robe, Character ID:1
[07-29 16:50:44]5021,Gloves of the Chilling Heart, Character ID:2
[07-29 16:50:44]5022,Modern Caveman Gloves, Character ID:1
[07-29 16:50:44]5023,Alluring Grand Gloves, Character ID:1
[07-29 16:50:44]5024,Country Gloves, Character ID:1
[07-29 16:50:44]5025,Gloves of the Frozen Heart, Character ID:2
[07-29 16:50:44]5026,Wild Caveman Gloves, Character ID:1
[07-29 16:50:44]5027,Winter Grand Gloves, Character ID:1
[07-29 16:50:44]5028,Carillon Gloves, Character ID:1
[07-29 16:50:44]5029,Boots of the Chilling Heart, Character ID:2
[07-29 16:50:44]5030,Modern Caveman Boots, Character ID:1
[07-29 16:50:44]5031,Alluring Grand Boots, Character ID:1
[07-29 16:50:44]5032,Country Boots, Character ID:1
[07-29 16:50:44]5033,Boots of the Frozen Heart, Character ID:2
[07-29 16:50:44]5034,Wild Caveman Boots, Character ID:1
[07-29 16:50:44]5035,Winter Grand Boots, Character ID:1
[07-29 16:50:44]5036,Carillon Boots, Character ID:1
[07-29 16:50:44]5037,Country Cap, Character ID:1
[07-29 16:50:44]5038,Carillon Cap, Character ID:1
[07-29 16:50:44]5039,Tattoo of the Burning Dragon, Character ID:1
[07-29 16:50:44]5040,Tattoo of the Frozen Dragon, Character ID:1
[07-29 16:50:44]5041,Armor of Catacomb, Character ID:2
[07-29 16:50:44]5042,Torso of Catacomb, Character ID:1
[07-29 16:50:44]5043,Coat of Catacomb, Character ID:1
[07-29 16:50:44]5044,Costume of Catacomb, Character ID:1
[07-29 16:50:44]5045,Gauntlets of Catacomb, Character ID:2
[07-29 16:50:44]5046,Gage of Catacomb, Character ID:1
[07-29 16:50:44]5047,Gloves of Catacomb, Character ID:1
[07-29 16:50:44]5048,Muffs of Catacomb, Character ID:1
[07-29 16:50:44]5049,Greaves of Catacomb, Character ID:2
[07-29 16:50:44]5050,Sandals of Catacomb, Character ID:1
[07-29 16:50:44]5051,Boots of Catacomb, Character ID:1
[07-29 16:50:44]5052,Waders of Catacomb, Character ID:1
[07-29 16:50:44]5056,Crown of Catacomb, Character ID:1
[07-29 16:50:44]5057,Armor of Buccaneer, Character ID:2
[07-29 16:50:44]5058,Torso of Buccaneer, Character ID:1
[07-29 16:50:44]5059,Coat of Buccaneer, Character ID:1
[07-29 16:50:44]5060,Costume of Buccaneer, Character ID:1
[07-29 16:50:44]5061,Gauntlets of Buccaneer, Character ID:2
[07-29 16:50:44]5062,Gage of Buccaneer, Character ID:1
[07-29 16:50:44]5063,Gloves of Buccaneer, Character ID:1
[07-29 16:50:44]5064,Muffs of Buccaneer, Character ID:1
[07-29 16:50:44]5065,Greaves of Buccaneer, Character ID:2
[07-29 16:50:44]5066,Sandals of Buccaneer, Character ID:1
[07-29 16:50:44]5067,Boots of Buccaneer, Character ID:1
[07-29 16:50:44]5068,Waders of Buccaneer, Character ID:1
[07-29 16:50:44]5069,Crown of Buccaneer, Character ID:1
[07-29 16:50:44]5070,Sword of Cadaver, Character ID:3
[07-29 16:50:44]5071,Greatsword of Cadaver, Character ID:1
[07-29 16:50:44]5072,Firegun of Cadaver, Character ID:2
[07-29 16:50:44]5073,Staff of Cadaver, Character ID:1
[07-29 16:50:44]5074,Dagger of Cadaver, Character ID:2
[07-29 16:50:44]5075,Leather Vest, Character ID:2
[07-29 16:50:44]5076,Leather Gloves, Character ID:2
[07-29 16:50:44]5077,Leather Boots, Character ID:2
[07-29 16:50:44]5078,Warrior Frock, Character ID:2
[07-29 16:50:44]5079,Warrior Gloves, Character ID:2
[07-29 16:50:44]5080,Warrior Boots, Character ID:2
[07-29 16:50:44]5081,Nightmare Vest, Character ID:1
[07-29 16:50:44]5082,Nightmare Gloves, Character ID:1
[07-29 16:50:44]5083,Nightmare Boots, Character ID:1
[07-29 16:50:44]5084,Seaman Vest, Character ID:1
[07-29 16:50:44]5085,Seaman Gloves, Character ID:1
[07-29 16:50:44]5086,Seaman Boots, Character ID:1
[07-29 16:50:44]5087,Shark Hide Armor, Character ID:1
[07-29 16:50:44]5088,Shark Hide Gloves, Character ID:1
[07-29 16:50:44]5089,Shark Hide Boots, Character ID:1
[07-29 16:50:44]5090,Sailor Vest, Character ID:1
[07-29 16:50:44]5091,Sailor Gloves, Character ID:1
[07-29 16:50:44]5092,Sailor Boots, Character ID:1
[07-29 16:50:44]5093,Navy Vest, Character ID:1
[07-29 16:50:44]5094,Navy Gloves, Character ID:1
[07-29 16:50:44]5095,Navy Boots, Character ID:1
[07-29 16:50:44]5096,Captain's Jacket, Character ID:1
[07-29 16:50:44]5097,Captain's Gloves, Character ID:1
[07-29 16:50:44]5098,Captain's Boots, Character ID:1
[07-29 16:50:44]5099,Falchion, Character ID:1
[07-29 16:50:44]5100,Long Falchion, Character ID:1
[07-29 16:50:44]5101,Katana, Character ID:1
[07-29 16:50:44]5102,Tulwar, Character ID:1
[07-29 16:50:44]5103,Crystal Falchion, Character ID:1
[07-29 16:50:44]5104,Phantom Falchion, Character ID:1
[07-29 16:50:44]5105,Nefarious Falchion, Character ID:1
[07-29 16:50:44]5106,Clowny Hat, Character ID:1
[07-29 16:50:44]5107,Bloody Captain Shirt, Character ID:1
[07-29 16:50:44]5108,Bloody Captain Gloves, Character ID:1
[07-29 16:50:44]5109,Bloody Captain Shoes, Character ID:1
[07-29 16:50:44]5110,Sahara Crocodile Crown, Character ID:1
[07-29 16:50:44]5111,Sahara Crocodile Vest, Character ID:1
[07-29 16:50:44]5112,Sahara Crocodile Gloves, Character ID:1
[07-29 16:50:44]5113,Sahara Crocodile Boots, Character ID:1
[07-29 16:50:44]5114,Crazed Cowboy, Character ID:1
[07-29 16:50:44]5115,Smoker Navy Vest, Character ID:1
[07-29 16:50:44]5116,Smoker Navy Gloves, Character ID:1
[07-29 16:50:44]5117,Smoker Navy Boots, Character ID:1
[07-29 16:50:44]5118,Straw Hat, Character ID:2
[07-29 16:50:44]5119,Straw Shirt, Character ID:2
[07-29 16:50:44]5120,Straw Gloves, Character ID:2
[07-29 16:50:44]5121,Straw Shoes, Character ID:2
[07-29 16:50:44]5122,Lone Swordsman, Character ID:2
[07-29 16:50:44]5123,Tri-Blader Shirt, Character ID:2
[07-29 16:50:44]5124,Tri-Blader Gloves, Character ID:2
[07-29 16:50:44]5125,Tri-Blader Boots, Character ID:2
[07-29 16:50:44]5126,Romantic Star, Character ID:2
[07-29 16:50:44]5127,Brutal Chef Coat, Character ID:2
[07-29 16:50:44]5128,Brutal Chef Gloves, Character ID:2
[07-29 16:50:44]5129,Brutal Chef Boots, Character ID:2
[07-29 16:50:44]5130,Happy Reindeer Cap, Character ID:1
[07-29 16:50:44]5131,Happy Reindeer Costume, Character ID:1
[07-29 16:50:44]5132,Happy Reindeer Muffs, Character ID:1
[07-29 16:50:44]5133,Happy Reindeer Shoes, Character ID:1
[07-29 16:50:44]5134,Shrooms Cap, Character ID:1
[07-29 16:50:44]5135,Shrooms Costume, Character ID:1
[07-29 16:50:44]5136,Shrooms Muffs, Character ID:1
[07-29 16:50:44]5137,Shrooms Shoes, Character ID:1
[07-29 16:50:44]5138,Little Bee Cap, Character ID:1
[07-29 16:50:44]5139,Little Bee Costume, Character ID:1
[07-29 16:50:44]5140,Little Bee Muffs, Character ID:1
[07-29 16:50:44]5141,Little Bee Shoes, Character ID:1
[07-29 16:50:44]5142,Dainty Doll, Character ID:1
[07-29 16:50:44]5143,Dainty Bodice, Character ID:1
[07-29 16:50:44]5144,Dainty Gloves, Character ID:1
[07-29 16:50:44]5145,Dainty Shoes, Character ID:1
[07-29 16:50:44]5146,Sassy Princess, Character ID:1
[07-29 16:50:44]5147,Shaitan Princess Bodice, Character ID:1
[07-29 16:50:44]5148,Shaitan Princess Gloves, Character ID:1
[07-29 16:50:44]5149,Shaitan Princess Shoes, Character ID:1
[07-29 16:50:44]5150,Femme Fatale, Character ID:1
[07-29 16:50:44]5151,Sexy Coat, Character ID:1
[07-29 16:50:44]5152,Sexy Gloves, Character ID:1
[07-29 16:50:44]5153,Sexy Boots, Character ID:1
[07-29 16:50:44]5154,Tiger Armor of Cavalry, Character ID:2
[07-29 16:50:44]5155,Tiger Gauntlets of Cavalry, Character ID:2
[07-29 16:50:44]5156,Tiger Greaves of Cavalry, Character ID:2
[07-29 16:50:44]5157,Capricious Robe of Dragon, Character ID:2
[07-29 16:50:44]5158,Capricious Gloves of Dragon, Character ID:2
[07-29 16:50:44]5159,Capricious Boots of Dragon, Character ID:2
[07-29 16:50:44]5160,Ember Armor of Caesar, Character ID:2
[07-29 16:50:44]5161,Ember Gauntlets of Caesar, Character ID:2
[07-29 16:50:44]5162,Ember Greaves of Caesar, Character ID:2
[07-29 16:50:44]5163,New Carsise Torso 1, Character ID:1
[07-29 16:50:44]5164,New Carsise Gloves 1, Character ID:1
[07-29 16:50:44]5165,New Carsise Shoes 1, Character ID:1
[07-29 16:50:44]5166,Tiger Armor of Cavalry, Character ID:1
[07-29 16:50:44]5167,Tiger Gauntlets of Cavalry, Character ID:1
[07-29 16:50:44]5168,Tiger Greaves of Cavalry, Character ID:1
[07-29 16:50:44]5169,Capricious Robe of Dragon, Character ID:1
[07-29 16:50:44]5170,Capricious Gloves of Dragon, Character ID:1
[07-29 16:50:44]5171,Capricious Boots of Dragon, Character ID:1
[07-29 16:50:44]5172,Dark Blue Vest of Fate, Character ID:1
[07-29 16:50:44]5173,Dark Blue Gloves of Fate, Character ID:1
[07-29 16:50:44]5174,Dark Blue Boots of Fate, Character ID:1
[07-29 16:50:44]5175,Aliya Mini Shirt, Character ID:1
[07-29 16:50:44]5176,Aliya Mini Gloves, Character ID:1
[07-29 16:50:44]5177,Aliya Mini Shoes, Character ID:1
[07-29 16:50:44]5178,Aliya Mini Cap, Character ID:1
[07-29 16:50:44]5179,Sweetie Robe, Character ID:1
[07-29 16:50:44]5180,Sweetie Gloves, Character ID:1
[07-29 16:50:44]5181,Sweetie Shoes, Character ID:1
[07-29 16:50:44]5182,Sweetie Cap, Character ID:1
[07-29 16:50:44]5183,Azure Robe of Fairy, Character ID:1
[07-29 16:50:44]5184,Azure Gloves of Fairy, Character ID:1
[07-29 16:50:44]5185,Azure Boots of Fairy, Character ID:1
[07-29 16:50:44]5186,Azure Crown of Fairy, Character ID:1
[07-29 16:50:44]5187,Noble Lion Costume, Character ID:1
[07-29 16:50:44]5188,Noble Lion Muffs, Character ID:1
[07-29 16:50:44]5189,Noble Lion Paw, Character ID:1
[07-29 16:50:44]5190,Noble Lion Crown, Character ID:1
[07-29 16:50:44]5191,Silk Bunny Costume, Character ID:1
[07-29 16:50:44]5192,Silk Bunny Muffs, Character ID:1
[07-29 16:50:44]5193,Silk Bunny Shoes, Character ID:1
[07-29 16:50:44]5194,Silk Bunny Cap, Character ID:1
[07-29 16:50:44]5195,Royal Major Vest, Character ID:1
